,Temperature (°C),Response,Concentration,Response Time
0,0.0,10.470041232282,18.727005942368123,87.35988423120492
1,0.080040020010005,12.092648636255968,47.53571532049581,78.27925417292906
2,0.16008004002001,6.72486453908777,36.59969709057025,82.11579571997797
3,0.24012006003001501,11.271935824215593,29.93292420985183,72.49294701448572
4,0.32016008004002,13.54576372874686,7.800932022121826,34.19430155757655
5,0.400200100050025,12.27572009655179,7.799726016810133,63.60215351175506
6,0.48024012006003003,9.16395997937109,2.9041806084099733,98.77357916196065
7,0.560280140070035,6.410636321097442,43.308807288746756,94.99104531976951
8,0.64032016008004,9.12729439115385,30.05575058716044,23.453898863760934
9,0.720360180090045,6.630552865395336,35.40362888980228,33.18518525835497
10,0.80040020010005,7.6711396977386626,1.0292247147901223,30.538301876364955
11,0.880440220110055,6.381148064952484,48.49549260809972,78.07839279882364
12,0.9604802401200601,9.4540478611055,41.622132040021086,85.4228263885556
13,1.040520260130065,6.923769827962941,10.616955533913808,37.080909304853755
14,1.12056028014007,14.410152155968374,9.091248360355031,60.46821543614632
15,1.200600300150075,6.186818074360396,9.17022549267169,87.256242240896
16,1.28064032016008,10.652789021051243,15.212112147976885,78.62412358130004
17,1.360680340170085,14.087489880124727,26.237821581611893,63.378976439347866
18,1.44072036018009,10.086386026189746,21.597250932105787,67.22781523670183
19,1.520760380190095,11.788058611837801,14.561457009902096,60.6688437533024
20,1.6008004002001,15.312936957378437,30.592644736118974,43.803876105505644
21,1.680840420210105,9.964184567240501,6.974693032602092,65.20175942872129
22,1.76088044022011,9.876829701555764,14.607232426760907,75.11082416400725
23,1.840920460230115,12.135990759224855,18.318092164684586,89.86583326886462
24,1.9209604802401201,15.725150426873064,22.803499210851797,70.90330831833984
25,2.001000500250125,7.548091153537636,39.25879806965068,80.88972296345264
26,2.08104052026013,10.4550064679952,9.983689107917987,32.805730796365836
27,2.161080540270135,10.307084640755027,25.71172192068058,56.92459795358319
28,2.24112056028014,13.63915139229335,29.620728443102124,20.746529586167462
29,2.321160580290145,7.437269490431543,2.3225206359998865,39.73430916172984
30,2.40120060030015,12.958000487532427,30.37724259507192,78.11693720904039
31,2.481240620310155,8.715049988184758,8.526206184364577,99.34479610794908
32,2.56128064032016,14.440096852740812,3.252579649263976,27.934247966977274
33,2.641320660330165,7.951230793176091,47.44427686266666,52.11954526890306
34,2.72136068034017,7.422789524269643,48.28160165372797,84.00567749593276
35,2.801400700350175,8.046024706455436,40.419867405823055,36.32285077031191
36,2.88144072036018,8.23819095977196,15.230688458668535,64.4067959441829
37,2.961480740370185,9.626413214654146,4.883605700319194,78.64570368237398
38,3.04152076038019,12.115033448895272,34.211651325607846,69.27883602081432
39,3.121560780390195,8.825274276477352,22.007624686980066,35.04197876923329
40,3.2016008004002,11.166673790285852,6.101911742238942,48.43076549485915
41,3.281640820410205,9.8308450254975,24.75884550556351,82.70334275883178
42,3.36168084042021,7.877682782501947,1.7194260557609198,64.33812113056133
43,3.441720860430215,12.340473228868753,45.4660201039391,20.41836908343302
44,3.52176088044022,8.222405490315861,12.938999080000846,80.8792608022475
45,3.601800900450225,12.691234346968024,33.1261142176991,22.824908395219126
46,3.68184092046023,12.70578714171511,15.585553804470548,79.65870261849858
47,3.761880940470235,8.694829334305549,26.00340105889054,36.19844481321899
48,3.8419209604802402,8.161411410794521,27.335513967163983,96.64587840955042
49,3.921960980490245,9.271466419286211,9.242722776276352,49.43526010416676
50,4.00200100050025,9.568179720013745,48.47923138822793,46.15452930704633
51,4.082041020510255,15.424959408102158,38.75664116805573,31.911044026595576
52,4.16208104052026,8.958863317745624,46.97494707820945,44.44833723921719
53,4.242121060530265,11.714435295535974,44.74136752138244,90.13206094625605
54,4.32216108054027,16.605146478426203,29.894998940554256,99.70674701017978
55,4.402201100550275,8.426247252580108,46.093711751155844,49.464762440547865
56,4.48224112056028,18.020982317389993,4.424625102595975,55.8888504763634
57,4.562281140570285,8.515008048445996,9.79914312095726,77.76567505621897
58,4.64232116058029,13.793010784635335,2.2613644455269033,90.89566243720596
59,4.722361180590295,10.50030765839376,16.266516538163216,67.44354673494273
60,4.8024012006003,17.74773712050004,19.4338644844741,51.32205585422635
61,4.882441220610305,16.351804322408423,13.567451588694796,53.0097472678899
62,4.96248124062031,9.505532047884758,41.436875457596464,75.64945171974455
63,5.042521260630315,12.914405308959175,17.837666334679465,20.257461088342296
64,5.12256128064032,9.819352223269545,14.046725484369038,69.56714699678726
65,5.202601300650325,15.30501291460404,27.134804157912424,48.43944083530859
66,5.28264132066033,9.07698169578904,7.046211248738132,83.53578650216674
67,5.362681340670335,10.019582589968339,40.109849037701984,27.439251185850573
68,5.44272136068034,10.504246619201172,3.727532183988541,67.05618135587125
69,5.522761380690345,11.686794421216579,49.34434683002586,58.4778311908899
70,5.60280140070035,10.89645532652769,38.61223846483287,71.38604207241819
71,5.682841420710355,9.680337997070422,9.93578407670862,25.18828755863747
72,5.76288144072036,9.273501535466316,0.27610585618011996,66.3987029942505
73,5.8429214607303654,9.472340834054224,40.77307142274171,64.91876703676189
74,5.92296148074037,17.495094840047145,35.34286719238086,64.85280755329367
